timestamp,tracker_pos_x,tracker_pos_y,tracker_pos_z,tracker_rot_roll,tracker_rot_pitch,tracker_rot_yaw,tracker_rot_quat_x,tracker_rot_quat_y,tracker_rot_quat_z,tracker_rot_quat_w,S_70_0_x,S_70_0_y,S_70_0_z,S_70_1_x,S_70_1_y,S_70_1_z,S_70_2_x,S_70_2_y,S_70_2_z,S_70_3_x,S_70_3_y,S_70_3_z,S_70_4_x,S_70_4_y,S_70_4_z,S_70_5_x,S_70_5_y,S_70_5_z,S_70_6_x,S_70_6_y,S_70_6_z,S_70_7_x,S_70_7_y,S_70_7_z,S_71_0_x,S_71_0_y,S_71_0_z,S_71_1_x,S_71_1_y,S_71_1_z,S_71_2_x,S_71_2_y,S_71_2_z,S_71_3_x,S_71_3_y,S_71_3_z,S_71_4_x,S_71_4_y,S_71_4_z,S_71_5_x,S_71_5_y,S_71_5_z,S_71_6_x,S_71_6_y,S_71_6_z,S_71_7_x,S_71_7_y,S_71_7_z,S_72_0_x,S_72_0_y,S_72_0_z,S_72_1_x,S_72_1_y,S_72_1_z,S_72_2_x,S_72_2_y,S_72_2_z,S_72_3_x,S_72_3_y,S_72_3_z,S_72_4_x,S_72_4_y,S_72_4_z,S_72_5_x,S_72_5_y,S_72_5_z,S_72_6_x,S_72_6_y,S_72_6_z,S_72_7_x,S_72_7_y,S_72_7_z,Patch,Area
1754581045,0.114846021,0.176975846,-0.061471641,-105.3221376,-84.66128683,-165.249733,-0.480511048,0.530473598,-0.513406537,-0.473413732,-247.6,-35,-21.64,-457.8,18.4,339.8,124.8,-88.8,724.49,128,-22.6,76.23,-217.6,77.8,-25.19,-292.8,234,151.81,28.2,345.6,295.87,163.6,125.2,-21.64,-146.6,46.4,-34.88,-136.4,162.6,-16.8,-35.4,149.2,-31.33,-44,121.2,-41.67,-90.8,16.8,-50.07,-98.4,56.4,-41.99,-84.2,83.2,-66.22,-45,55.2,-53.62,-145.4,14.2,-38.11,-109.8,60,-85.6,-98.4,48,-38.76,-107,14.6,-51.03,-94.2,29.6,-48.13,-89,14,-45.22,-53.6,22.8,-62.99,-53,49.8,-55.56,o,5
1754581059,0.114830852,0.177039504,-0.06150943,-105.0802205,-84.66923744,-165.4784522,-0.480478193,0.530307765,-0.513558401,-0.473468109,-247.2,-34.8,-21.96,-457.8,18.2,340.44,124.8,-89.4,724.81,128.4,-22.8,76.23,-217.6,78.2,-24.87,-292.4,234,151.81,28.4,345.8,295.55,163.8,125.2,-22.61,-146.8,47,-34.56,-136.4,163,-16.47,-35.2,149.2,-31.65,-43.8,121,-41.99,-90.8,16.6,-50.71,-98.4,55.8,-41.99,-84.2,82.8,-66.54,-44.8,55,-53.3,-145,14.2,-38.44,-109.8,60,-86.56,-98.2,48,-38.44,-106.4,14.6,-51.03,-94.4,29.4,-48.45,-88.8,14.2,-44.9,-53.2,23,-63.31,-53,49.8,-54.59,o,5
1754581071,0.114872426,0.177064657,-0.061458707,-105.2738341,-84.65322701,-165.2797671,-0.480545131,0.530424466,-0.513529268,-0.473301027,-247.4,-35,-21.32,-458,18.6,340.44,125,-89.4,725.46,128.2,-22.8,75.91,-217.4,78.2,-24.87,-292.8,233.6,152.13,28.4,345.8,295.87,164.4,125.2,-21.64,-146.8,46.4,-35.21,-136,162.4,-16.8,-35.2,149,-31.33,-44,121.4,-41.99,-90.8,16.8,-51.03,-98.6,56.2,-42.64,-84.6,83.2,-66.22,-45,54.8,-53.3,-145,14,-39.08,-109.4,59.4,-85.6,-98.4,48.2,-38.44,-107,14,-50.71,-94.4,29.4,-48.13,-89,14.4,-44.57,-53.2,23.2,-62.99,-53,50,-54.26,o,5
1754581083,0.1148794,0.1769768,-0.061440289,-105.1718521,-84.66547948,-165.402107,-0.480440479,0.530417572,-0.513460597,-0.473489438,-247.4,-35.6,-21.64,-458.2,18.6,340.44,125.4,-89.2,725.14,128.2,-22.8,76.23,-217.8,78,-25.19,-292.6,234,152.13,28.6,346,295.55,163.6,125.2,-22.93,-147.2,46.4,-35.53,-135.8,162.4,-17.12,-35,149.2,-31.33,-43.8,121.6,-42.31,-91,17.4,-50.39,-98.4,56,-42.64,-84.2,82.8,-66.22,-44.8,54.8,-53.3,-145,14.2,-38.76,-109.6,59.6,-85.92,-98.4,48.2,-38.76,-106.4,14.4,-51.03,-94.2,29.8,-48.13,-88.8,14.4,-45.22,-53.4,23,-63.31,-53.2,50.2,-55.88,o,5
1754581103,0.114836663,0.176982403,-0.061392725,-104.993467,-84.66290393,-165.5535301,-0.480468175,0.530266211,-0.513668,-0.473405975,-111.4,-26.6,-31.98,-98.6,32.8,-40.7,-68.4,-25,-34.56,-110.8,-2.2,-23.9,-114,32.4,-19.38,-83.6,32.2,-45.87,-90.6,15.4,-45.54,-19.4,28.2,-58.79,-100.6,2.6,-17.44,-76.6,38.6,-25.19,-66.2,-14.2,-57.82,-107,31.8,-34.88,-73.8,-8.4,-34.24,-82.4,5.8,-27.46,-92.6,21.8,-52.97,-57.6,33.4,-4.85,-138.8,0.2,-26.81,-105.6,37.2,-73,-100,24,-26.49,-111.8,-2.4,-41.99,-91.6,21.6,-39.73,-87,3.6,-35.53,-53.4,11.2,-53.94,-56,41,-47.48,o,5
1754581118,0.114801913,0.176932216,-0.061413527,-105.1105086,-84.67281293,-165.4788271,-0.480363025,0.530426788,-0.51340625,-0.473616655,-111,-27,-31.98,-98.4,32.6,-41.02,-68.4,-25.2,-33.92,-111,-2.2,-23.9,-114.4,32.4,-19.06,-83.8,31.4,-45.87,-90.6,15.8,-45.54,-19.4,28,-59.11,-101,2.6,-18.09,-76.4,38.6,-24.87,-66.2,-14,-58.14,-107,32,-34.24,-74,-8.4,-34.24,-82,5.4,-27.13,-93,21.8,-53.3,-58.2,33.2,-4.85,-139.2,0,-27.46,-105,36.8,-72.35,-100.2,24,-25.84,-111.4,-2.6,-41.34,-91.4,21.6,-40.7,-87.2,3.2,-35.53,-53.4,11.2,-53.94,-55.8,40.4,-47.48,o,5
1754581131,0.11482659,0.176937819,-0.061402559,-104.8857542,-84.66127438,-165.7036425,-0.480213168,0.530420951,-0.513551002,-0.473618184,-111,-26.8,-31.98,-99,32.4,-40.38,-67.6,-25.2,-33.59,-110.8,-1.8,-22.61,-114.2,32.8,-19.06,-83.2,32,-45.54,-90.6,16,-45.54,-19.2,28.4,-59.43,-100.4,2.2,-17.77,-76.2,38.8,-23.9,-65.8,-14,-58.14,-107.2,31.8,-34.24,-73.8,-8.4,-34.24,-82,5.4,-27.13,-93,22,-53.3,-57.4,33.8,-4.85,-138.8,0,-26.81,-105.2,37,-73.64,-100.2,24,-26.49,-112,-2.2,-41.34,-91.8,21.6,-40.05,-87,3,-36.18,-53.4,11.2,-54.26,-56,40.6,-47.16,o,5
1754581143,-0.039986759,-0.008046508,0.523271203,-90.51390961,-32.02905663,179.8264145,-0.193166151,0.682999879,-0.676312643,-0.196975004,-110.8,-26.6,-31.65,-99,32.2,-41.34,-68,-25,-34.24,-111,-2.4,-23.26,-114.4,32.6,-19.06,-83.4,31.8,-46.19,-91,15.6,-46.19,-19.8,28.4,-59.43,-100.8,2.4,-17.12,-76.2,38.4,-24.87,-66.2,-14.4,-58.14,-106.8,31.8,-34.56,-74,-8.8,-34.24,-81.8,5.6,-27.78,-93.2,21.8,-52.65,-57.2,33.2,-4.52,-139.2,-0.4,-27.13,-105.6,37,-73.32,-100.4,24,-26.49,-111.8,-2.8,-41.34,-91.4,21.8,-40.38,-87,3.6,-36.18,-53.4,11,-53.94,-56,40.2,-47.48,x,0
1754581156,-0.039981335,-0.009061933,0.524575353,-90.38206296,-31.90468535,179.6452734,-0.19157803,0.682735881,-0.676999103,-0.197083125,-111.8,-26.6,-32.3,-98.8,32.4,-41.02,-68.2,-25,-34.56,-110.6,-2.2,-23.26,-114.4,33.2,-19.38,-83.4,32,-46.19,-90.8,15.8,-45.87,-19.4,28.6,-59.11,-100.8,2.8,-17.12,-76.6,38.6,-25.19,-66.2,-14.6,-58.14,-107.2,31.8,-34.24,-73.8,-8.4,-33.92,-82,5.4,-27.78,-93,21.6,-52.97,-58.2,33.2,-4.85,-138.6,0,-27.46,-105.4,37.2,-73.64,-100.6,23.4,-26.49,-111.6,-2.8,-41.99,-91.8,21.6,-40.7,-86.6,3.8,-35.85,-53.4,11,-54.26,-56,40,-46.51,x,0
1754581169,-0.039955467,-0.009599924,0.525125384,-90.36140668,-31.86857187,179.616739,-0.191229778,0.682722226,-0.677134804,-0.197002445,-111.2,-26.2,-31.98,-98.8,32.6,-41.02,-68.8,-25.2,-33.92,-110.4,-2.2,-23.26,-114.6,33,-19.38,-83,31.8,-45.87,-90.2,15.8,-45.54,-19.4,28.2,-59.11,-100.8,2.2,-17.77,-76.6,38.6,-25.52,-66.4,-13.8,-58.46,-106.8,32,-34.88,-74,-8.6,-33.92,-81.8,5.8,-27.13,-92.8,21.8,-52.33,-58.2,33.8,-4.85,-139,-0.2,-27.13,-105.6,37.2,-72.35,-100.6,24,-26.49,-112,-2.6,-41.67,-91.8,21.2,-40.38,-86.8,3.2,-35.85,-53,11.4,-53.62,-56,40,-48.13,x,0
1754581182,-0.039942831,-0.009744525,0.525337338,-90.29996082,-31.86391072,179.5677616,-0.191016109,0.682448556,-0.677424576,-0.197161734,-111.4,-26.8,-32.3,-98.8,32.2,-40.7,-68.4,-25.6,-33.92,-111,-1.8,-23.58,-114.6,32.8,-19.06,-83.6,31.6,-46.19,-90.6,16,-45.87,-19.6,28.2,-58.79,-101,2.4,-18.09,-76.4,38,-24.55,-66,-14.4,-58.46,-106.8,31.8,-34.24,-74.4,-8.8,-34.24,-82.6,5.8,-27.78,-93.4,21.8,-52.97,-57.6,33.8,-5.17,-138.8,0.2,-27.13,-105.2,37.2,-73.64,-100.4,23.8,-26.49,-112.2,-2.6,-41.02,-91.8,21.6,-40.7,-87,3.6,-35.21,-53.4,11,-54.91,-55.8,39.8,-46.84,x,0
1754581195,-0.039908201,-0.009757519,0.525415063,-90.31670472,-31.85112877,179.563328,-0.190885153,0.682576338,-0.677339083,-0.197139877,-111.4,-26.8,-31.98,-98.8,32,-40.05,-68.4,-25,-34.56,-110.6,-2,-23.26,-115,32.4,-19.38,-83.4,32,-45.54,-90.6,15.8,-45.87,-19.6,28.4,-58.79,-101,2.4,-17.44,-76.4,38.6,-24.87,-66,-14.8,-58.46,-107,31.8,-33.92,-74,-8.6,-33.92,-82.4,5.2,-27.46,-93,21.6,-52.97,-57.4,33.4,-4.85,-139,0.4,-26.81,-105.8,36.8,-73,-100.4,24,-26.81,-111.6,-2.6,-41.34,-92,22,-39.41,-86.4,3.2,-35.21,-53.4,11,-53.94,-55.4,40.6,-47.48,x,0
1754581209,0.09649542,0.179471254,-0.218081772,173.7906798,-88.56278311,-84.47218101,-0.503857983,0.508521666,-0.490099614,-0.497327972,-111.4,-26.6,-32.3,-98.4,32.4,-40.38,-68.2,-25.4,-33.92,-110.8,-2.6,-23.26,-114.6,32.2,-19.38,-83.2,31.6,-45.54,-90.8,15.6,-45.87,-19.4,28.2,-59.11,-100.6,2.4,-17.44,-75.8,38.4,-24.23,-66.2,-14.6,-58.14,-107.2,31.6,-34.56,-74,-8,-34.24,-82.4,5.6,-27.46,-93.4,22,-52.33,-58,33.4,-4.85,-139,0,-27.46,-105.2,37,-73,-100.4,23.4,-26.49,-112,-2.6,-41.67,-92,21.6,-40.05,-86.4,3.6,-35.53,-52.8,11,-53.62,-56,40.2,-47.8,o,6
1754581225,0.096497655,0.17952168,-0.218159974,173.5052448,-88.57102669,-84.17403054,-0.50390359,0.508399424,-0.490167585,-0.49733972,-111.2,-26.6,-31.98,-98.6,32.6,-40.7,-68.6,-25.2,-33.27,-111,-2.2,-23.58,-114.8,32.6,-19.38,-83.6,31.4,-45.54,-90.6,16.2,-46.51,-19.2,28.4,-58.79,-100.6,2.6,-16.8,-75.8,38.4,-24.55,7.2,-309,176.68,16.4,-53.2,-12.6,-215.2,-20.8,-32.95,-439.6,-59,372.74,147.4,-86.6,675.39,54.2,37.2,-77.2,-249,45,-32.3,-325.2,253.4,133.72,31.6,327,348.84,41.6,62.6,3.23,-91.8,21.4,-40.38,-86.4,3.8,-35.53,-53.4,11.2,-53.94,-56.2,40.4,-48.13,o,6
1754581239,0.096537441,0.17944622,-0.218170881,172.5553968,-88.57523606,-83.1862294,-0.504142073,0.508102432,-0.49026206,-0.497308493,-124,-47.4,-44.57,-111.8,-7.2,-54.91,-61.8,-71.2,-49.42,-97,-33.6,-36.18,-153.2,-6.8,-35.85,-125,-72.8,-46.84,-76.4,-113.6,-36.18,21,-40.4,-73,-192.8,-48.2,-28.1,-242.4,-176,102.71,7.4,-309.2,177.33,16.4,-53,-12.6,-214.8,-21,-32.95,-439.8,-58.8,372.42,147.6,-86.6,676.36,54.4,37.4,-77.2,-249,45,-32.3,-325.4,253.6,134.04,31,327.6,349.16,41.2,62.4,3.55,-142.8,67.6,-58.14,-154.4,135,-14.54,-30,182.8,-11.63,9.8,115.4,-49.74,o,6
1754581252,0.096559852,0.179379702,-0.218122959,173.1678736,-88.59505993,-83.82646909,-0.503866186,0.508223331,-0.490296462,-0.497430602,-124,-47.4,-44.9,-112.2,-7.2,-55.23,-62.4,-71.4,-49.42,-97.2,-33.8,-37.15,-152.8,-7.2,-36.18,-124.8,-72.8,-46.84,-76.6,-113.2,-36.5,21.2,-40.6,-73,-192.6,-48,-28.75,-242.8,-176.2,102.71,7,-309.8,176.68,16,-53.2,-11.95,-215.2,-21,-32.62,-439.4,-58.6,372.42,147.4,-86.2,676.36,54.8,37.2,-77.2,-249,44.8,-31.98,-325.2,253.4,134.37,31.2,327.2,349.16,41.4,62.4,3.23,-142.6,68,-57.49,-154.6,135.2,-13.89,-30.4,183.2,-11.63,9.8,115.6,-49.42,o,6
1754581266,0.096592247,0.179451585,-0.218089998,173.4413335,-88.56365928,-84.11759371,-0.503911194,0.508453122,-0.490092724,-0.497350915,-124.4,-47.2,-44.57,-111.6,-7.2,-55.23,-62.4,-71.4,-50.39,-97.4,-33.4,-36.82,-153,-6.8,-35.53,-125.2,-73.2,-46.84,-76.8,-113.4,-36.5,21.4,-40.4,-73.64,-192.4,-47.8,-28.42,-242.8,-176.4,102.39,7.4,-309,177.33,16.4,-53.4,-12.27,-215.2,-21,-32.95,-439.4,-58.4,372.74,147.4,-86.2,676.04,54.2,37.2,-77.2,-248.8,45.2,-32.3,-325.4,253.4,134.04,31.4,326.8,349.49,41.4,62.2,3.23,-142.6,67.8,-57.49,-154.2,134.8,-14.21,-30.6,183.2,-11.63,10,115.8,-50.07,o,6
1754581279,0.096537024,0.179291964,-0.218070388,172.7436755,-88.57906217,-83.39536134,-0.504012991,0.508203038,-0.490207668,-0.497390157,-123.8,-47,-44.9,-112.2,-6.8,-55.23,-62.2,-71.6,-49.74,-97.2,-33.4,-36.18,-152.8,-6.8,-36.18,-124.8,-72.6,-47.16,-76.6,-113.4,-36.18,21.2,-40.8,-73.32,-192.6,-47.8,-28.75,-243.4,-176.2,103.36,7.2,-309.2,177.33,16.2,-53.2,-12.6,-215.4,-21,-32.95,-439.8,-58.8,373.07,147.6,-86.6,676.36,54.4,37.4,-77.52,-249.2,45.4,-32.3,-325.4,253.4,134.37,31.4,327.2,349.49,41.4,62.4,2.91,-143,67.8,-57.82,-154.2,134.8,-13.89,-30,183,-11.31,10,115.6,-50.39,o,6
1754581291,0.096528083,0.179271698,-0.218058765,173.7537034,-88.59498027,-84.41293039,-0.503808447,0.508295344,-0.490349041,-0.497363698,-124.6,-47,-44.25,-112.2,-7,-55.23,-62.4,-71.4,-49.74,-97.2,-33.8,-37.47,-153,-6.6,-35.85,-125,-72,-46.84,-76.6,-113.2,-36.18,20.8,-40.6,-73.32,-192.6,-47.6,-28.42,-243.4,-176.4,103.04,7.6,-309.4,176.68,16,-53,-12.6,-215.2,-21.2,-31.98,-440.2,-59,372.74,147.8,-86.4,676.36,54.6,37.2,-77.52,-249,45.2,-31.65,-325.4,253.2,134.37,31.6,326.6,348.84,41.2,62.4,3.23,-142.4,68.2,-57.17,-154,135.2,-13.89,-30.4,183.2,-12.27,10,115.4,-50.07,o,6
1754581304,0.096570045,0.179351211,-0.218101621,173.5399801,-88.58892505,-84.19552359,-0.503873656,0.508277311,-0.490315089,-0.497349509,-124.4,-47.4,-45.22,-112,-7.4,-54.91,-61.8,-70.6,-50.39,-97.4,-33.2,-35.85,-153,-6.6,-35.85,-125,-72.4,-47.48,-77,-113,-36.5,21.4,-40.8,-73.64,-192,-47.8,-28.1,-242.8,-175.6,102.71,7.8,-309.4,177,17,-53,-13.24,-215.2,-21,-33.27,-440,-58.4,373.07,147.8,-86.4,675.72,54,37.6,-78.17,-248.8,45.2,-32.62,-324.8,253.4,134.37,30.8,327.4,349.16,41.4,62.2,2.91,-142.2,68,-57.17,-154,134.8,-14.21,-30,183.4,-11.63,9.8,115.8,-49.74,o,6
1754581318,0.096577108,0.179285407,-0.21808964,173.0417765,-88.59664613,-83.71117441,-0.503821796,0.50825065,-0.490244732,-0.49749866,-124.4,-47.6,-45.22,-111.8,-7,-55.23,-62,-71.4,-49.74,-97.4,-33.8,-36.18,-152.6,-6.8,-35.21,-125.2,-72.4,-46.84,-76.4,-113.2,-36.5,21.6,-40.8,-73,-192.2,-47.6,-28.75,-243.2,-176,102.71,7.6,-309.2,177,16.2,-53.4,-12.27,-214.4,-21,-33.27,-440,-58.8,372.42,147.4,-86.4,676.36,54.2,37.2,-77.52,-248.8,45,-31.98,-325.2,253.6,133.72,31,327,349.49,41,62.8,2.91,-142.4,68,-57.17,-154.2,135.2,-13.57,-30,183.2,-12.27,10.2,115.6,-49.74,o,6
1754581333,0.096687853,0.179256678,-0.217936397,172.7300833,-88.58501209,-83.37874678,-0.503999169,0.508165707,-0.490248826,-0.497401719,-124.2,-47.4,-44.57,-112.2,-7.4,-54.91,-62,-71.4,-49.74,-97.6,-33.8,-36.5,-153.2,-6.6,-35.53,-125,-72.6,-46.19,-76.8,-113.6,-36.5,21.4,-40.8,-73.64,-192.2,-47.6,-28.42,-243.2,-175.8,103.36,7.4,-309.4,176.68,16.2,-53.6,-12.92,-215.2,-21.4,-32.62,-439.8,-58.2,372.74,147.6,-86.4,677.33,54.2,37.8,-77.84,-249,45.2,-31.01,-325.4,254,134.69,31.2,327.2,349.16,41.4,62.2,3.88,-142.6,67.8,-57.17,-154.4,134.2,-14.54,-30.2,182.8,-11.95,10,115.6,-49.42,o,6
1754581346,-0.039449543,-0.006550193,0.523082614,-90.43711951,-35.12266664,179.743192,-0.211020345,0.677193054,-0.671093528,-0.2156697,-124.6,-47.2,-45.54,-112.4,-7.6,-55.23,-62.2,-71.2,-49.42,-97.6,-33.4,-37.15,-153.4,-6.4,-35.85,-125.4,-72.6,-47.16,-77.4,-113.4,-36.5,21,-40.6,-73.64,-192.2,-47.2,-28.42,-243.2,-175.8,102.07,7.6,-309,176.68,15.6,-53,-12.92,-215.4,-21.4,-33.27,-440.2,-59,372.74,147.6,-86.4,676.36,54.6,37.6,-77.2,-249,44.8,-32.3,-325.4,253.8,134.04,30.8,327.2,349.49,41.4,62.6,3.55,-142.8,67.8,-57.17,-154.6,134.8,-14.21,-30,183.2,-11.95,9.6,115.6,-50.07,x,0
1754581361,-0.039216965,-0.008859992,0.525904417,-90.33309988,-34.97971731,179.5494684,-0.209232189,0.677202785,-0.671610903,-0.215770767,-111.8,-27,-32.3,-99.2,32.4,-41.34,-68.2,-25.4,-34.24,-110.8,-2.4,-23.26,-114.8,32.4,-19.38,-82.8,31.6,-46.51,-90.8,15.4,-46.19,-19.8,28,-59.43,-101,2.2,-17.12,-75.4,38,-24.55,-66.2,-15,-59.11,-107.2,31.6,-34.88,-74.2,-8.6,-33.92,-82.4,4.8,-27.78,-92.4,21,-52.97,-57.6,33.4,-5.49,-139.2,-0.2,-26.49,-105.2,37.6,-73,-100.4,24,-26.16,-112.2,-3,-41.02,-91.4,21.2,-40.7,-86.6,3,-35.85,-54,11.4,-54.26,-56,40,-47.8,x,0
1754581376,-0.039228529,-0.009428263,0.526634812,-90.37333703,-34.93696043,179.5107138,-0.208676116,0.677587708,-0.671380082,-0.215819128,-111.4,-26.8,-31.98,-98.8,32.2,-40.38,-68.2,-25.4,-34.24,-111.2,-2.2,-23.26,-114.4,32.8,-20.03,-83.4,31.4,-45.87,-90.6,15.8,-45.87,-19.6,27.8,-59.76,-101,2.2,-17.77,-75.4,37.4,-24.23,-66.2,-14.8,-58.79,-107.2,31.6,-34.56,-74,-9,-34.24,-82.6,5.4,-28.42,-92.8,20.8,-52.97,-57.6,33.4,-5.49,-139.2,-0.2,-26.81,-105.4,37.4,-73.32,-100.4,23.8,-26.81,-112.4,-2.6,-41.02,-92.2,21.2,-40.38,-86.8,3.4,-35.21,-53.6,11,-54.26,-56.2,40.2,-47.16,x,0
1754581390,-0.039235204,-0.009713292,0.526693583,-90.37019385,-34.89930384,179.45557,-0.208134683,0.677738526,-0.671365303,-0.215914435,-105.2,-31,-35.21,-97.2,30.2,-44.25,-67.2,-27.6,-37.79,-110,-5,-26.81,-116.6,28,-24.23,-84.2,24.8,-52.33,-90.4,8.2,-52.65,-17.8,21.6,-65.57,-105.4,-8,-27.13,-78,22.2,-35.53,-66,-14.8,-58.79,-106.8,31.2,-34.88,-74,-8.4,-34.56,-82.2,5,-27.78,-93,21,-52.97,-58,33.6,-5.49,-139,-0.2,-26.81,-105.8,36.8,-72.68,-100.6,23.8,-26.81,-112.2,-2.6,-41.67,-92,21.2,-39.73,-87,3.6,-36.18,-53.4,12.2,-53.94,-53.4,40.8,-47.48,x,0
1754581403,-0.09659037,0.167136431,0.476730227,-80.2181803,-38.53337019,-177.0339473,0.268019202,-0.601427611,0.727243824,0.193821922,-111.6,-28,-34.88,-98.8,29.4,-44.9,-67.6,-28.6,-38.44,-109.8,-5.6,-26.81,-116,27.8,-25.19,-84.2,25,-52,-90.4,8.6,-52.65,-18.4,21,-65.57,-105.6,-8,-27.13,-77.8,22,-34.88,-64.6,-31,-68.8,-103,19.4,-43.28,-85.8,-29.2,-48.45,-91.4,-32.2,-44.25,-87,-20.2,-68.8,-48.8,22.6,-37.79,-173.8,-38.6,-44.9,-143.4,-56.8,-78.81,-83.2,-86.6,-28.75,-69.8,-69.8,-57.82,-179.6,-32.6,-52.65,-221.6,-207.8,65.89,33.6,-267.4,112.08,58.4,-59.6,-28.75,x,0
1754581418,0.225966245,0.175601244,0.077562332,-93.02300693,-72.62388695,-176.9096245,-0.423160707,0.573419357,-0.565945682,-0.414524663,-111.6,-28,-34.24,-98.6,29.8,-43.93,-67,-28.6,-38.76,-109.6,-5.6,-27.13,-116.4,27.8,-24.87,-84.4,25,-52.33,-90.4,8,-52.65,-18.4,21.2,-65.57,-105,-7.4,-27.46,-77.6,22.4,-34.88,-64.8,-31.4,-69.77,-103.4,19.6,-43.61,-85.6,-29.2,-48.13,-91.4,-32.4,-44.25,-87.2,-20.6,-69.44,-49.2,23,-37.15,-173.8,-38.8,-45.22,-143.6,-56.2,-78.49,-82.8,-86.6,-28.75,-69.6,-70.2,-58.46,-179.6,-32.6,-52.97,-221.6,-207.4,66.54,34,-267.8,112.08,58.8,-59.6,-28.1,o,7
1754581428,0.22599563,0.175620556,0.077578306,-93.01360262,-72.65495865,-176.8933089,-0.423423516,0.573192115,-0.565945556,-0.414570771,-111.6,-28,-35.21,-99,29.4,-44.25,-67.2,-28.4,-38.11,-109.2,-5.2,-26.81,-116.6,28,-25.19,-84.2,24.8,-52.65,-90.6,7.8,-53.3,-18.4,21.2,-65.89,-105,-8.2,-27.13,-77.8,21.8,-35.21,-64.6,-31,-69.44,-103,19.6,-43.28,-85.6,-29,-48.77,-91.4,-32.2,-43.93,-87.2,-20.4,-69.44,-49,22.8,-37.15,-174,-39,-44.9,-143.2,-56.6,-78.81,-83.2,-86.6,-29.39,-69.8,-69.8,-58.14,-179.2,-32.2,-53.3,-221.6,-207.4,66.22,34.2,-267.6,112.08,58.2,-59.6,-29.07,o,7
1754581443,0.225990236,0.17561388,0.0774436,-93.01136702,-72.6362621,-176.8594794,-0.423512243,0.57312861,-0.566142982,-0.414298257,-111.4,-28.2,-34.56,-98.8,29.4,-44.25,-67.2,-28.2,-38.44,-109.8,-5.6,-26.81,-116.6,28,-25.19,-84.2,24.8,-52,-90.4,8,-52.65,-17.8,21.2,-65.89,-105,-7.8,-27.78,-77.8,22.2,-35.21,-64.6,-31.2,-69.77,-103.4,19.4,-43.61,-86.4,-29.4,-49.1,-90.8,-32.2,-43.93,-87,-20.2,-69.44,-48.8,22.2,-37.15,-174,-38.6,-44.57,-143.2,-56.6,-79.14,-83.6,-86.4,-28.75,-69.8,-69.8,-58.46,-179.8,-32.2,-52.65,-222,-207.4,65.89,34.2,-268.2,112.4,58.4,-59.8,-28.42,o,7
1754581457,0.22602722,0.175608397,0.077500343,-93.02393614,-72.62530923,-176.8307162,-0.423558813,0.573126913,-0.566221487,-0.414145682,-111.4,-28.4,-34.88,-98.8,30,-44.25,-67.6,-29,-38.44,-109.4,-5.6,-26.81,-116.4,27.6,-24.87,-84.2,24.6,-52.33,-90.4,8,-52.65,-18,21.2,-65.89,-105.4,-7.8,-27.13,-77.8,21.8,-35.85,-64.4,-31.4,-69.44,-102.8,19.2,-42.96,-86,-29.4,-48.77,-91.4,-32.6,-43.28,-87,-20.4,-69.77,-49,22.4,-37.47,-174.2,-39,-45.54,-143.4,-57,-79.14,-83.2,-86.6,-28.75,-69.8,-70,-58.14,-180,-32.6,-53.3,-221.6,-207.8,65.57,34.4,-267.8,112.08,58.4,-60,-28.75,o,7
1754581471,0.226080805,0.175721169,0.0774979,-93.01938048,-72.64363691,-176.8582324,-0.423524441,0.573134967,-0.566082195,-0.414360001,-111.4,-28.4,-34.88,-99,29.4,-44.57,-67.2,-28.6,-37.79,-109.2,-5,-27.46,-116.4,28.2,-25.19,-84,24.6,-52.33,-90.4,7.8,-52.65,-18,21,-65.57,-105.4,-7.8,-27.13,-77.4,21.8,-35.53,-64.4,-31.6,-69.77,-103.4,19.4,-43.61,-85.8,-29.2,-49.1,-91.4,-32.4,-43.61,-87.2,-20.4,-69.12,-49,22.8,-37.47,-174,-38.4,-44.57,-143.4,-57,-78.81,-83.6,-87,-29.07,-69.6,-70,-58.14,-179.8,-32.2,-53.3,-221.4,-207.6,65.57,33.8,-268,112.4,58,-59.6,-29.39,o,7
1754581491,0.226017267,0.175666332,0.077380836,-93.0569356,-72.63373801,-176.7839751,-0.423713234,0.573084441,-0.566196587,-0.414080523,-112.2,-28.2,-34.88,-99.4,29.4,-44.25,-68,-28.6,-37.79,-110,-5.4,-27.78,-116.4,28,-25.84,-84.2,24.4,-52.33,-90.4,7.8,-52.65,-18,21,-65.25,-105.4,-8.2,-27.46,-78,21.6,-35.85,-64.6,-31.4,-69.44,-103.2,19.6,-42.96,-86,-29.4,-49.1,-91.2,-32.2,-43.61,-87.4,-20.4,-69.44,-49,23,-37.79,-173.8,-38.6,-44.9,-143.4,-57,-79.14,-83.6,-86.8,-29.07,-69.4,-70,-58.14,-179.6,-32.6,-52.33,-221.8,-208,66.22,33.8,-268.4,113.05,58,-59.8,-29.07,o,7
